timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/09/21 15:09:09.613, 0, NVIDIA L40, 0, 0, 14, 46068, 25.67
2026/09/21 15:09:10.613, 0, NVIDIA L40, 0, 0, 14, 46068, 26.39
2026/09/21 15:09:11.614, 0, NVIDIA L40, 0, 0, 14, 46068, 27.57
2026/09/21 15:09:12.614, 0, NVIDIA L40, 0, 0, 14, 46068, 25.27
2026/09/21 15:09:13.614, 0, NVIDIA L40, 0, 0, 14, 46068, 25.19
2026/09/21 15:09:14.614, 0, NVIDIA L40, 0, 0, 14, 46068, 25.31
2026/09/21 15:09:15.614, 0, NVIDIA L40, 0, 0, 14, 46068, 25.55
2026/09/21 15:09:16.615, 0, NVIDIA L40, 0, 0, 14, 46068, 25.67
2026/09/21 15:09:17.615, 0, NVIDIA L40, 0, 0, 14, 46068, 27.02
2026/09/21 15:09:18.615, 0, NVIDIA L40, 0, 0, 14, 46068, 28.00
2026/09/21 15:09:19.615, 0, NVIDIA L40, 0, 1, 14, 46068, 26.19
2026/09/21 15:09:20.616, 0, NVIDIA L40, 0, 0, 14, 46068, 26.26
2026/09/21 15:09:21.616, 0, NVIDIA L40, 0, 0, 14, 46068, 26.80
2026/09/21 15:09:22.616, 0, NVIDIA L40, 0, 0, 14, 46068, 26.85
2026/09/21 15:09:23.616, 0, NVIDIA L40, 0, 0, 14, 46068, 26.19
2026/09/21 15:09:24.617, 0, NVIDIA L40, 0, 0, 14, 46068, 26.83
2026/09/21 15:09:25.617, 0, NVIDIA L40, 0, 0, 14, 46068, 27.67
2026/09/21 15:09:26.617, 0, NVIDIA L40, 0, 0, 14, 46068, 25.56
2026/09/21 15:09:27.617, 0, NVIDIA L40, 0, 0, 14, 46068, 25.79
2026/09/21 15:09:28.617, 0, NVIDIA L40, 0, 0, 14, 46068, 26.27
2026/09/21 15:09:29.618, 0, NVIDIA L40, 0, 0, 14, 46068, 26.75
2026/09/21 15:09:30.618, 0, NVIDIA L40, 0, 0, 14, 46068, 26.91
2026/09/21 15:09:31.618, 0, NVIDIA L40, 0, 0, 14, 46068, 26.18
2026/09/21 15:09:32.618, 0, NVIDIA L40, 0, 0, 14, 46068, 27.04
2026/09/21 15:09:33.619, 0, NVIDIA L40, 0, 0, 14, 46068, 26.79
2026/09/21 15:09:34.619, 0, NVIDIA L40, 0, 0, 14, 46068, 26.84
2026/09/21 15:09:35.619, 0, NVIDIA L40, 0, 0, 14, 46068, 27.33
2026/09/21 15:09:36.619, 0, NVIDIA L40, 0, 0, 14, 46068, 27.57
2026/09/21 15:09:37.619, 0, NVIDIA L40, 0, 0, 14, 46068, 27.56
2026/09/21 15:09:38.620, 0, NVIDIA L40, 0, 0, 14, 46068, 27.08
2026/09/21 15:09:39.620, 0, NVIDIA L40, 0, 0, 14, 46068, 27.28
2026/09/21 15:09:40.620, 0, NVIDIA L40, 0, 0, 14, 46068, 27.85
2026/09/21 15:09:41.620, 0, NVIDIA L40, 0, 0, 14, 46068, 24.48
2026/09/21 15:09:42.621, 0, NVIDIA L40, 0, 0, 14, 46068, 24.72
2026/09/21 15:09:43.621, 0, NVIDIA L40, 0, 0, 14, 46068, 25.91
2026/09/21 15:09:44.621, 0, NVIDIA L40, 0, 0, 14, 46068, 25.91
2026/09/21 15:09:45.621, 0, NVIDIA L40, 0, 0, 14, 46068, 25.91
2026/09/21 15:09:46.621, 0, NVIDIA L40, 0, 0, 14, 46068, 27.08
2026/09/21 15:09:47.622, 0, NVIDIA L40, 0, 0, 14, 46068, 27.77
2026/09/21 15:09:48.622, 0, NVIDIA L40, 0, 0, 14, 46068, 25.33
2026/09/21 15:09:49.622, 0, NVIDIA L40, 0, 0, 14, 46068, 25.42
2026/09/21 15:09:50.622, 0, NVIDIA L40, 0, 0, 14, 46068, 25.67
2026/09/21 15:09:51.623, 0, NVIDIA L40, 0, 2, 14, 46068, 25.79
2026/09/21 15:09:52.623, 0, NVIDIA L40, 0, 0, 14, 46068, 25.79
2026/09/21 15:09:53.623, 0, NVIDIA L40, 0, 0, 14, 46068, 25.99
2026/09/21 15:09:54.623, 0, NVIDIA L40, 0, 0, 14, 46068, 26.70
2026/09/21 15:09:55.624, 0, NVIDIA L40, 0, 0, 14, 46068, 25.85
2026/09/21 15:09:56.624, 0, NVIDIA L40, 0, 2, 14, 46068, 25.83
2026/09/21 15:09:57.624, 0, NVIDIA L40, 0, 0, 14, 46068, 25.54
2026/09/21 15:09:58.624, 0, NVIDIA L40, 0, 0, 14, 46068, 25.06
2026/09/21 15:09:59.624, 0, NVIDIA L40, 0, 0, 14, 46068, 25.30
2026/09/21 15:10:00.625, 0, NVIDIA L40, 0, 0, 14, 46068, 26.40
2026/09/21 15:10:01.625, 0, NVIDIA L40, 0, 0, 14, 46068, 27.56
2026/09/21 15:10:02.625, 0, NVIDIA L40, 0, 0, 14, 46068, 25.95
2026/09/21 15:10:03.625, 0, NVIDIA L40, 0, 0, 14, 46068, 25.79
2026/09/21 15:10:04.626, 0, NVIDIA L40, 0, 0, 14, 46068, 25.79
2026/09/21 15:10:05.626, 0, NVIDIA L40, 0, 0, 14, 46068, 26.27
2026/09/21 15:10:06.626, 0, NVIDIA L40, 0, 0, 14, 46068, 26.52
2026/09/21 15:10:07.626, 0, NVIDIA L40, 0, 0, 14, 46068, 27.17
2026/09/21 15:10:08.627, 0, NVIDIA L40, 0, 0, 14, 46068, 27.86
2026/09/21 15:10:09.627, 0, NVIDIA L40, 0, 0, 14, 46068, 26.52
2026/09/21 15:10:10.627, 0, NVIDIA L40, 0, 0, 14, 46068, 26.07
2026/09/21 15:10:11.627, 0, NVIDIA L40, 0, 0, 14, 46068, 26.50
2026/09/21 15:10:12.628, 0, NVIDIA L40, 0, 0, 14, 46068, 27.10
2026/09/21 15:10:13.628, 0, NVIDIA L40, 0, 0, 14, 46068, 27.27
2026/09/21 15:10:14.628, 0, NVIDIA L40, 0, 0, 14, 46068, 27.85
2026/09/21 15:10:15.628, 0, NVIDIA L40, 0, 0, 14, 46068, 26.96
2026/09/21 15:10:16.628, 0, NVIDIA L40, 0, 0, 14, 46068, 26.59
2026/09/21 15:10:17.629, 0, NVIDIA L40, 0, 0, 14, 46068, 25.47
2026/09/21 15:10:18.629, 0, NVIDIA L40, 0, 0, 14, 46068, 25.42
2026/09/21 15:10:19.629, 0, NVIDIA L40, 0, 3, 14, 46068, 26.64
2026/09/21 15:10:20.629, 0, NVIDIA L40, 0, 0, 14, 46068, 26.93
2026/09/21 15:10:21.629, 0, NVIDIA L40, 0, 0, 14, 46068, 26.32
2026/09/21 15:10:22.630, 0, NVIDIA L40, 0, 0, 14, 46068, 27.50
2026/09/21 15:10:23.630, 0, NVIDIA L40, 0, 0, 14, 46068, 27.46
2026/09/21 15:10:24.630, 0, NVIDIA L40, 0, 0, 14, 46068, 25.14
2026/09/21 15:10:25.630, 0, NVIDIA L40, 0, 0, 14, 46068, 25.31
2026/09/21 15:10:26.631, 0, NVIDIA L40, 0, 1, 14, 46068, 25.42
2026/09/21 15:10:27.631, 0, NVIDIA L40, 0, 0, 14, 46068, 25.18
2026/09/21 15:10:28.631, 0, NVIDIA L40, 0, 0, 14, 46068, 25.30
